expense_id,expense_date,category,amount,payment_method,description,month,month_num,year,weekday
3331,2024-01-27,Rent,1409.0,UPI,,2024-01,1,2024,Saturday
3332,2024-08-13,Shopping,4252.0,Card,,2024-08,8,2024,Tuesday
3333,2024-10-03,Travel,3334.0,UPI,,2024-10,10,2024,Thursday
3334,2025-08-31,Travel,4214.0,Card,,2025-08,8,2025,Sunday
3335,2024-10-10,Rent,2411.0,UPI,,2024-10,10,2024,Thursday
3336,2025-04-25,Bills,2941.0,Cash,,2025-04,4,2025,Friday
3337,2025-03-28,Food,4308.0,Card,,2025-03,3,2025,Friday
3338,2025-10-20,Rent,3659.0,Card,,2025-10,10,2025,Monday
3339,2025-05-30,Rent,3498.0,Cash,,2025-05,5,2025,Friday
3340,2025-06-30,Shopping,641.0,UPI,,2025-06,6,2025,Monday
3341,2024-07-10,Travel,2794.0,Card,,2024-07,7,2024,Wednesday
3342,2024-02-18,Rent,4774.0,Card,,2024-02,2,2024,Sunday
3343,2025-05-26,Rent,1188.0,UPI,,2025-05,5,2025,Monday
3344,2024-01-17,Bills,3463.0,Cash,,2024-01,1,2024,Wednesday
3345,2024-06-20,Bills,124.0,UPI,,2024-06,6,2024,Thursday
3346,2024-08-07,Food,1672.0,UPI,,2024-08,8,2024,Wednesday
3347,2024-06-06,Shopping,3058.0,UPI,,2024-06,6,2024,Thursday
3348,2025-04-21,Food,4336.0,Card,,2025-04,4,2025,Monday
3349,2024-02-15,Bills,1867.0,Cash,,2024-02,2,2024,Thursday
3350,2025-01-07,Travel,4843.0,Cash,,2025-01,1,2025,Tuesday
3351,2025-06-01,Bills,2335.0,UPI,,2025-06,6,2025,Sunday
3352,2024-04-08,Shopping,300.0,Card,,2024-04,4,2024,Monday
3353,2024-02-06,Bills,3298.0,UPI,,2024-02,2,2024,Tuesday
3354,2024-10-06,Shopping,356.0,Card,,2024-10,10,2024,Sunday
3355,2024-12-14,Shopping,3847.0,Card,,2024-12,12,2024,Saturday
3356,2025-05-11,Shopping,4742.0,Card,,2025-05,5,2025,Sunday
3357,2024-10-28,Shopping,2341.0,Card,,2024-10,10,2024,Monday
3358,2024-06-29,Shopping,3275.0,Cash,,2024-06,6,2024,Saturday
3359,2025-08-29,Travel,3706.0,Card,,2025-08,8,2025,Friday
3360,2024-04-08,Food,3436.0,Card,,2024-04,4,2024,Monday
3361,2025-11-30,Rent,4997.0,UPI,,2025-11,11,2025,Sunday
3362,2024-04-25,Food,513.0,UPI,,2024-04,4,2024,Thursday
3363,2024-07-09,Shopping,2114.0,Cash,,2024-07,7,2024,Tuesday
3364,2024-09-09,Travel,1481.0,UPI,,2024-09,9,2024,Monday
3365,2024-06-09,Bills,1198.0,Card,,2024-06,6,2024,Sunday
3366,2024-09-12,Travel,3526.0,UPI,,2024-09,9,2024,Thursday
3367,2024-11-18,Shopping,3755.0,Cash,,2024-11,11,2024,Monday
3368,2024-05-07,Travel,1009.0,UPI,,2024-05,5,2024,Tuesday
3369,2024-01-18,Travel,287.0,UPI,,2024-01,1,2024,Thursday
3370,2025-07-19,Shopping,4144.0,Cash,,2025-07,7,2025,Saturday
3371,2025-07-23,Travel,3856.0,Cash,,2025-07,7,2025,Wednesday
3372,2024-11-18,Rent,2115.0,Card,,2024-11,11,2024,Monday
3373,2025-11-16,Rent,2192.0,UPI,,2025-11,11,2025,Sunday
3374,2025-09-17,Travel,3744.0,Card,,2025-09,9,2025,Wednesday
3375,2024-10-14,Bills,2230.0,UPI,,2024-10,10,2024,Monday
3376,2025-10-24,Shopping,457.0,UPI,,2025-10,10,2025,Friday
3377,2025-09-30,Rent,2522.0,Card,,2025-09,9,2025,Tuesday
3378,2024-06-03,Bills,4357.0,UPI,,2024-06,6,2024,Monday
3379,2025-05-04,Travel,4645.0,UPI,,2025-05,5,2025,Sunday
3380,2025-01-20,Bills,1597.0,UPI,,2025-01,1,2025,Monday
3381,2024-04-13,Food,2258.0,Cash,,2024-04,4,2024,Saturday
3382,2025-01-27,Rent,2655.0,Card,,2025-01,1,2025,Monday
3383,2024-09-02,Travel,2442.0,Cash,,2024-09,9,2024,Monday
3384,2024-06-24,Shopping,3051.0,Card,,2024-06,6,2024,Monday
3385,2024-02-08,Travel,1338.0,Card,,2024-02,2,2024,Thursday
3386,2025-04-21,Shopping,1073.0,UPI,,2025-04,4,2025,Monday
3387,2025-11-12,Travel,4827.0,Card,,2025-11,11,2025,Wednesday
3388,2025-06-21,Bills,4065.0,Cash,,2025-06,6,2025,Saturday
3389,2025-02-11,Bills,1150.0,Cash,,2025-02,2,2025,Tuesday
3390,2025-06-08,Bills,3801.0,Cash,,2025-06,6,2025,Sunday
3391,2025-05-20,Food,2880.0,Card,,2025-05,5,2025,Tuesday
3392,2024-02-05,Shopping,1688.0,Cash,,2024-02,2,2024,Monday
3393,2025-11-15,Bills,3978.0,Card,,2025-11,11,2025,Saturday
3394,2024-01-20,Food,2468.0,Cash,,2024-01,1,2024,Saturday
3395,2024-11-16,Shopping,536.0,Cash,,2024-11,11,2024,Saturday
3396,2025-05-26,Travel,2928.0,Card,,2025-05,5,2025,Monday
3397,2025-02-03,Food,1656.0,Cash,,2025-02,2,2025,Monday
3398,2025-10-15,Rent,3958.0,UPI,,2025-10,10,2025,Wednesday
3399,2025-04-15,Food,1404.0,Card,,2025-04,4,2025,Tuesday
3400,2024-05-22,Food,2484.0,Card,,2024-05,5,2024,Wednesday
3401,2024-04-01,Shopping,282.0,Card,,2024-04,4,2024,Monday
3402,2024-12-19,Travel,1689.0,UPI,,2024-12,12,2024,Thursday
3403,2025-12-27,Rent,1687.0,Card,,2025-12,12,2025,Saturday
3404,2024-02-20,Bills,759.0,Cash,,2024-02,2,2024,Tuesday
3405,2025-10-26,Bills,259.0,Cash,,2025-10,10,2025,Sunday
3406,2025-11-28,Food,4053.0,Cash,,2025-11,11,2025,Friday
3407,2025-07-28,Shopping,1111.0,Card,,2025-07,7,2025,Monday
3408,2024-07-08,Shopping,152.0,Cash,,2024-07,7,2024,Monday
3409,2024-05-04,Bills,2407.0,Card,,2024-05,5,2024,Saturday
3410,2024-05-29,Rent,1328.0,Cash,,2024-05,5,2024,Wednesday
3411,2024-11-09,Travel,1135.0,UPI,,2024-11,11,2024,Saturday
3412,2025-07-23,Rent,3802.0,UPI,,2025-07,7,2025,Wednesday
3413,2024-12-07,Travel,4145.0,UPI,,2024-12,12,2024,Saturday
3414,2024-10-31,Bills,4549.0,UPI,,2024-10,10,2024,Thursday
3415,2025-11-22,Travel,1364.0,Card,,2025-11,11,2025,Saturday
3416,2025-11-12,Shopping,1984.0,Cash,,2025-11,11,2025,Wednesday
3417,2024-02-23,Food,1909.0,UPI,,2024-02,2,2024,Friday
3418,2025-03-19,Food,3267.0,Card,,2025-03,3,2025,Wednesday
3419,2025-09-04,Bills,3897.0,UPI,,2025-09,9,2025,Thursday
3420,2024-09-20,Shopping,2441.0,UPI,,2024-09,9,2024,Friday
3421,2024-02-22,Rent,3514.0,Card,,2024-02,2,2024,Thursday
3422,2025-07-25,Shopping,917.0,Card,,2025-07,7,2025,Friday
3423,2025-09-11,Food,2537.0,Cash,,2025-09,9,2025,Thursday
3424,2024-01-05,Food,988.0,Cash,,2024-01,1,2024,Friday
3425,2024-04-12,Shopping,767.0,UPI,,2024-04,4,2024,Friday
3426,2024-07-14,Shopping,4828.0,UPI,,2024-07,7,2024,Sunday
3427,2024-12-15,Food,2724.0,Cash,,2024-12,12,2024,Sunday
3428,2024-02-16,Rent,4332.0,Cash,,2024-02,2,2024,Friday
3429,2025-10-17,Bills,4623.0,Card,,2025-10,10,2025,Friday
3430,2024-09-25,Bills,918.0,Cash,,2024-09,9,2024,Wednesday
3431,2025-01-04,Shopping,2288.0,Cash,,2025-01,1,2025,Saturday
3432,2025-09-27,Bills,1206.0,UPI,,2025-09,9,2025,Saturday
3433,2024-04-15,Food,2324.0,Cash,,2024-04,4,2024,Monday
3434,2025-10-31,Food,297.0,UPI,,2025-10,10,2025,Friday
3435,2025-10-20,Shopping,2771.0,Cash,,2025-10,10,2025,Monday
3436,2025-10-18,Shopping,3592.0,Card,,2025-10,10,2025,Saturday
3437,2024-04-29,Shopping,2548.0,Cash,,2024-04,4,2024,Monday
3438,2025-08-26,Rent,570.0,Cash,,2025-08,8,2025,Tuesday
3439,2024-02-27,Bills,2048.0,Cash,,2024-02,2,2024,Tuesday
3440,2024-12-11,Shopping,3999.0,UPI,,2024-12,12,2024,Wednesday
3441,2025-04-18,Travel,2110.0,Card,,2025-04,4,2025,Friday
3442,2024-04-26,Travel,3900.0,Cash,,2024-04,4,2024,Friday
3443,2024-05-06,Food,4218.0,UPI,,2024-05,5,2024,Monday
3444,2025-01-27,Bills,3896.0,Card,,2025-01,1,2025,Monday
3445,2025-10-02,Shopping,4088.0,UPI,,2025-10,10,2025,Thursday
3446,2024-02-27,Travel,334.0,UPI,,2024-02,2,2024,Tuesday
3447,2025-09-25,Bills,1028.0,Card,,2025-09,9,2025,Thursday
3448,2025-05-27,Food,3707.0,Cash,,2025-05,5,2025,Tuesday
3449,2024-04-05,Rent,622.0,UPI,,2024-04,4,2024,Friday
3450,2025-09-29,Bills,3623.0,UPI,,2025-09,9,2025,Monday
3451,2024-04-27,Bills,4626.0,Cash,,2024-04,4,2024,Saturday
3452,2025-07-13,Rent,4988.0,Cash,,2025-07,7,2025,Sunday
3453,2025-08-23,Bills,1729.0,Card,,2025-08,8,2025,Saturday
3454,2025-05-02,Food,4728.0,Card,,2025-05,5,2025,Friday
3455,2024-08-24,Food,1416.0,Card,,2024-08,8,2024,Saturday
3456,2024-09-28,Rent,2957.0,Cash,,2024-09,9,2024,Saturday
3457,2024-07-07,Shopping,1224.0,UPI,,2024-07,7,2024,Sunday
3458,2025-12-04,Travel,2687.0,UPI,,2025-12,12,2025,Thursday
3459,2025-03-22,Shopping,1123.0,Card,,2025-03,3,2025,Saturday
3460,2025-08-03,Bills,1478.0,Cash,,2025-08,8,2025,Sunday
3461,2024-09-03,Travel,3474.0,UPI,,2024-09,9,2024,Tuesday
3462,2024-03-16,Rent,1619.0,Card,,2024-03,3,2024,Saturday
3463,2024-06-02,Rent,326.0,UPI,,2024-06,6,2024,Sunday
3464,2025-10-17,Travel,991.0,UPI,,2025-10,10,2025,Friday
3465,2025-03-10,Food,4172.0,Cash,,2025-03,3,2025,Monday
3466,2024-03-26,Travel,2357.0,Cash,,2024-03,3,2024,Tuesday
3467,2025-11-27,Bills,2888.0,UPI,,2025-11,11,2025,Thursday
3468,2024-10-11,Food,496.0,Card,,2024-10,10,2024,Friday
3469,2024-08-07,Rent,2178.0,Cash,,2024-08,8,2024,Wednesday
3470,2024-03-09,Travel,4844.0,UPI,,2024-03,3,2024,Saturday
3471,2024-02-16,Shopping,4524.0,Cash,,2024-02,2,2024,Friday
3472,2024-04-03,Shopping,3337.0,Cash,,2024-04,4,2024,Wednesday
3473,2025-03-28,Bills,3993.0,Cash,,2025-03,3,2025,Friday
3474,2024-07-22,Shopping,2105.0,UPI,,2024-07,7,2024,Monday
3475,2024-08-05,Travel,2116.0,Card,,2024-08,8,2024,Monday
3476,2025-04-18,Travel,3271.0,Card,,2025-04,4,2025,Friday
3477,2025-03-07,Shopping,2768.0,Card,,2025-03,3,2025,Friday
3478,2024-12-06,Travel,1978.0,Cash,,2024-12,12,2024,Friday
3479,2025-07-04,Bills,1296.0,UPI,,2025-07,7,2025,Friday
3480,2025-09-03,Food,1872.0,Cash,,2025-09,9,2025,Wednesday
3481,2024-10-15,Bills,261.0,Card,,2024-10,10,2024,Tuesday
3482,2024-09-10,Bills,4076.0,Card,,2024-09,9,2024,Tuesday
3483,2024-12-22,Travel,1851.0,UPI,,2024-12,12,2024,Sunday
3484,2024-01-23,Food,875.0,Cash,,2024-01,1,2024,Tuesday
3485,2025-06-05,Travel,1039.0,Card,,2025-06,6,2025,Thursday
3486,2024-04-09,Rent,3320.0,UPI,,2024-04,4,2024,Tuesday
3487,2024-06-28,Travel,639.0,Cash,,2024-06,6,2024,Friday
3488,2024-08-10,Travel,1561.0,Cash,,2024-08,8,2024,Saturday
3489,2025-10-20,Travel,455.0,Card,,2025-10,10,2025,Monday
3490,2025-03-17,Food,3704.0,Card,,2025-03,3,2025,Monday
3491,2025-08-30,Travel,3423.0,Cash,,2025-08,8,2025,Saturday
3492,2024-11-20,Food,334.0,Cash,,2024-11,11,2024,Wednesday
3493,2025-05-30,Shopping,1648.0,Card,,2025-05,5,2025,Friday
3494,2024-01-16,Rent,2196.0,Cash,,2024-01,1,2024,Tuesday
3495,2024-12-01,Food,4313.0,Card,,2024-12,12,2024,Sunday
3496,2024-09-14,Shopping,2201.0,Cash,,2024-09,9,2024,Saturday
3497,2025-05-11,Food,1773.0,Card,,2025-05,5,2025,Sunday
3498,2024-06-08,Food,2200.0,UPI,,2024-06,6,2024,Saturday
3499,2025-04-19,Rent,3757.0,Card,,2025-04,4,2025,Saturday
3500,2025-10-25,Bills,4753.0,Card,,2025-10,10,2025,Saturday
3501,2025-11-20,Bills,3696.0,UPI,,2025-11,11,2025,Thursday
3502,2025-11-05,Food,3848.0,Cash,,2025-11,11,2025,Wednesday
3503,2025-01-14,Travel,3273.0,UPI,,2025-01,1,2025,Tuesday
3504,2025-06-28,Shopping,1915.0,Card,,2025-06,6,2025,Saturday
3505,2025-11-21,Travel,3941.0,Cash,,2025-11,11,2025,Friday
3506,2025-03-02,Travel,2105.0,UPI,,2025-03,3,2025,Sunday
3507,2025-09-04,Food,4593.0,Cash,,2025-09,9,2025,Thursday
3508,2024-09-24,Food,774.0,Cash,,2024-09,9,2024,Tuesday
3509,2025-07-30,Food,486.0,UPI,,2025-07,7,2025,Wednesday
3510,2025-02-20,Food,2258.0,Cash,,2025-02,2,2025,Thursday
3511,2024-06-16,Bills,2761.0,UPI,,2024-06,6,2024,Sunday
3512,2024-02-12,Food,2164.0,Card,,2024-02,2,2024,Monday
3513,2025-07-09,Bills,3951.0,Cash,,2025-07,7,2025,Wednesday
3514,2024-10-11,Bills,3353.0,Card,,2024-10,10,2024,Friday
3515,2025-01-31,Food,4736.0,Card,,2025-01,1,2025,Friday
3516,2024-01-12,Rent,4366.0,Cash,,2024-01,1,2024,Friday
3517,2025-08-29,Shopping,839.0,UPI,,2025-08,8,2025,Friday
3518,2024-10-28,Travel,1501.0,Cash,,2024-10,10,2024,Monday
3519,2024-09-09,Bills,3359.0,Card,,2024-09,9,2024,Monday
3520,2025-05-13,Shopping,2377.0,Card,,2025-05,5,2025,Tuesday
3521,2024-02-04,Rent,4004.0,UPI,,2024-02,2,2024,Sunday
3522,2025-12-27,Travel,4023.0,Cash,,2025-12,12,2025,Saturday
3523,2024-03-30,Travel,4314.0,Card,,2024-03,3,2024,Saturday
3524,2025-08-27,Bills,3327.0,Card,,2025-08,8,2025,Wednesday
3525,2025-08-24,Food,2931.0,Card,,2025-08,8,2025,Sunday
3526,2025-02-21,Rent,3858.0,UPI,,2025-02,2,2025,Friday
3527,2024-04-24,Bills,2612.0,Card,,2024-04,4,2024,Wednesday
3528,2025-09-08,Rent,2251.0,Card,,2025-09,9,2025,Monday
3529,2024-07-14,Food,3775.0,Cash,,2024-07,7,2024,Sunday
3530,2025-05-15,Food,2845.0,Cash,,2025-05,5,2025,Thursday
3531,2025-09-17,Bills,3966.0,Card,,2025-09,9,2025,Wednesday
3532,2025-05-07,Food,3864.0,Card,,2025-05,5,2025,Wednesday
3533,2024-03-15,Shopping,2322.0,Cash,,2024-03,3,2024,Friday
3534,2025-02-16,Travel,2892.0,UPI,,2025-02,2,2025,Sunday
3535,2025-01-10,Bills,1797.0,UPI,,2025-01,1,2025,Friday
3536,2025-02-23,Rent,3562.0,UPI,,2025-02,2,2025,Sunday
3537,2025-12-29,Shopping,4163.0,UPI,,2025-12,12,2025,Monday
3538,2024-10-03,Bills,1624.0,UPI,,2024-10,10,2024,Thursday
3539,2025-11-06,Food,4860.0,UPI,,2025-11,11,2025,Thursday
3540,2025-01-28,Food,132.0,UPI,,2025-01,1,2025,Tuesday
3541,2025-04-01,Food,4125.0,UPI,,2025-04,4,2025,Tuesday
3542,2024-07-10,Food,2666.0,Cash,,2024-07,7,2024,Wednesday
3543,2025-11-19,Rent,2903.0,UPI,,2025-11,11,2025,Wednesday
3544,2024-04-08,Shopping,3996.0,UPI,,2024-04,4,2024,Monday
3545,2025-07-01,Travel,3809.0,UPI,,2025-07,7,2025,Tuesday
3546,2024-04-05,Rent,819.0,Card,,2024-04,4,2024,Friday
3547,2025-10-25,Rent,4679.0,Cash,,2025-10,10,2025,Saturday
3548,2025-10-24,Travel,1072.0,Cash,,2025-10,10,2025,Friday
3549,2024-07-08,Travel,3818.0,Cash,,2024-07,7,2024,Monday
3550,2024-02-06,Food,4502.0,UPI,,2024-02,2,2024,Tuesday
3551,2025-01-03,Rent,4652.0,UPI,,2025-01,1,2025,Friday
3552,2025-11-25,Bills,2307.0,Card,,2025-11,11,2025,Tuesday
3553,2025-06-08,Travel,4526.0,Cash,,2025-06,6,2025,Sunday
3554,2024-10-05,Travel,4420.0,UPI,,2024-10,10,2024,Saturday
3555,2024-08-04,Shopping,3130.0,Cash,,2024-08,8,2024,Sunday
3556,2024-09-29,Bills,3675.0,Card,,2024-09,9,2024,Sunday
3557,2024-03-02,Bills,3216.0,Card,,2024-03,3,2024,Saturday
3558,2025-08-18,Travel,3385.0,Card,,2025-08,8,2025,Monday
3559,2025-12-29,Food,743.0,Cash,,2025-12,12,2025,Monday
3560,2024-12-07,Shopping,4811.0,UPI,,2024-12,12,2024,Saturday
3561,2025-01-31,Bills,294.0,UPI,,2025-01,1,2025,Friday
3562,2025-11-29,Travel,4096.0,Card,,2025-11,11,2025,Saturday
3563,2024-01-19,Bills,588.0,UPI,,2024-01,1,2024,Friday
3564,2024-06-25,Shopping,2304.0,Card,,2024-06,6,2024,Tuesday
3565,2025-09-03,Shopping,2757.0,Cash,,2025-09,9,2025,Wednesday
3566,2025-01-30,Rent,3376.0,Card,,2025-01,1,2025,Thursday
3567,2025-03-20,Travel,1202.0,Cash,,2025-03,3,2025,Thursday
3568,2024-08-20,Shopping,1341.0,Card,,2024-08,8,2024,Tuesday
3569,2024-03-16,Rent,615.0,UPI,,2024-03,3,2024,Saturday
3570,2024-09-21,Rent,492.0,UPI,,2024-09,9,2024,Saturday
3571,2025-03-30,Bills,730.0,Card,,2025-03,3,2025,Sunday
3572,2025-12-18,Bills,3816.0,UPI,,2025-12,12,2025,Thursday
3573,2025-01-18,Rent,1947.0,UPI,,2025-01,1,2025,Saturday
3574,2025-07-17,Bills,2755.0,UPI,,2025-07,7,2025,Thursday
3575,2025-05-20,Shopping,1079.0,Cash,,2025-05,5,2025,Tuesday
3576,2025-01-01,Food,4629.0,UPI,,2025-01,1,2025,Wednesday
3577,2024-05-23,Shopping,3502.0,Cash,,2024-05,5,2024,Thursday
3578,2024-03-09,Rent,3971.0,Card,,2024-03,3,2024,Saturday
3579,2024-04-08,Rent,377.0,UPI,,2024-04,4,2024,Monday
3580,2025-01-30,Shopping,332.0,UPI,,2025-01,1,2025,Thursday
3581,2024-01-25,Bills,1652.0,UPI,,2024-01,1,2024,Thursday
3582,2025-04-13,Bills,3370.0,Card,,2025-04,4,2025,Sunday
3583,2025-04-28,Rent,2509.0,Cash,,2025-04,4,2025,Monday
3584,2025-07-18,Travel,3612.0,Cash,,2025-07,7,2025,Friday
3585,2024-05-30,Bills,125.0,UPI,,2024-05,5,2024,Thursday
3586,2024-05-23,Shopping,560.0,Card,,2024-05,5,2024,Thursday
3587,2025-07-22,Bills,3864.0,Card,,2025-07,7,2025,Tuesday
3588,2024-02-08,Shopping,3531.0,Card,,2024-02,2,2024,Thursday
3589,2024-04-18,Rent,3583.0,Card,,2024-04,4,2024,Thursday
3590,2025-11-23,Bills,2094.0,Card,,2025-11,11,2025,Sunday
3591,2024-02-11,Shopping,590.0,Cash,,2024-02,2,2024,Sunday
3592,2024-07-04,Rent,1172.0,Cash,,2024-07,7,2024,Thursday
3593,2025-02-01,Travel,3273.0,Cash,,2025-02,2,2025,Saturday
3594,2024-08-10,Shopping,315.0,UPI,,2024-08,8,2024,Saturday
3595,2025-09-25,Travel,1823.0,Card,,2025-09,9,2025,Thursday
3596,2024-05-12,Travel,1692.0,UPI,,2024-05,5,2024,Sunday
3597,2024-06-11,Food,2706.0,Card,,2024-06,6,2024,Tuesday
3598,2024-08-02,Bills,258.0,Cash,,2024-08,8,2024,Friday
3599,2024-08-22,Shopping,4881.0,UPI,,2024-08,8,2024,Thursday
3600,2025-10-19,Travel,3413.0,Cash,,2025-10,10,2025,Sunday
3601,2025-08-10,Food,2941.0,Card,,2025-08,8,2025,Sunday
3602,2024-01-09,Rent,1876.0,Card,,2024-01,1,2024,Tuesday
3603,2024-03-14,Shopping,2152.0,Card,,2024-03,3,2024,Thursday
3604,2025-05-06,Travel,2395.0,Cash,,2025-05,5,2025,Tuesday
3605,2024-09-09,Bills,1796.0,Card,,2024-09,9,2024,Monday
3606,2024-08-17,Food,3093.0,Cash,,2024-08,8,2024,Saturday
3607,2025-06-02,Travel,2569.0,UPI,,2025-06,6,2025,Monday
3608,2024-06-22,Bills,2046.0,Card,,2024-06,6,2024,Saturday
3609,2025-10-14,Travel,3909.0,Card,,2025-10,10,2025,Tuesday
3610,2024-06-16,Shopping,2883.0,Card,,2024-06,6,2024,Sunday
3611,2024-06-18,Shopping,3744.0,UPI,,2024-06,6,2024,Tuesday
3612,2025-01-27,Shopping,2600.0,Card,,2025-01,1,2025,Monday
3613,2025-09-25,Food,3745.0,Cash,,2025-09,9,2025,Thursday
3614,2024-07-12,Shopping,2745.0,Cash,,2024-07,7,2024,Friday
3615,2025-05-31,Bills,2449.0,Card,,2025-05,5,2025,Saturday
3616,2024-01-29,Travel,2032.0,Card,,2024-01,1,2024,Monday
3617,2024-06-13,Rent,3394.0,UPI,,2024-06,6,2024,Thursday
3618,2025-02-25,Bills,1857.0,UPI,,2025-02,2,2025,Tuesday
3619,2024-12-04,Bills,1216.0,UPI,,2024-12,12,2024,Wednesday
3620,2025-10-09,Shopping,2667.0,Card,,2025-10,10,2025,Thursday
3621,2025-05-10,Food,3599.0,UPI,,2025-05,5,2025,Saturday
3622,2024-12-30,Travel,592.0,UPI,,2024-12,12,2024,Monday
3623,2024-12-07,Food,3406.0,Cash,,2024-12,12,2024,Saturday
3624,2025-05-14,Travel,719.0,UPI,,2025-05,5,2025,Wednesday
3625,2025-10-18,Travel,3332.0,Cash,,2025-10,10,2025,Saturday
3626,2025-05-25,Food,3923.0,Cash,,2025-05,5,2025,Sunday
3627,2024-11-22,Bills,2480.0,UPI,,2024-11,11,2024,Friday
3628,2024-08-04,Travel,1646.0,Cash,,2024-08,8,2024,Sunday
3629,2024-10-27,Food,3663.0,Card,,2024-10,10,2024,Sunday
3630,2024-05-11,Travel,1705.0,Card,,2024-05,5,2024,Saturday
3631,2024-03-10,Rent,3852.0,UPI,,2024-03,3,2024,Sunday
3632,2024-09-08,Bills,4775.0,Card,,2024-09,9,2024,Sunday
3633,2025-02-18,Shopping,1990.0,Cash,,2025-02,2,2025,Tuesday
3634,2025-03-20,Travel,1375.0,Card,,2025-03,3,2025,Thursday
3635,2024-06-30,Rent,2843.0,UPI,,2024-06,6,2024,Sunday
3636,2024-06-15,Shopping,2593.0,UPI,,2024-06,6,2024,Saturday
3637,2024-03-31,Shopping,456.0,Cash,,2024-03,3,2024,Sunday
3638,2025-12-14,Travel,969.0,UPI,,2025-12,12,2025,Sunday
3639,2025-06-14,Food,985.0,Card,,2025-06,6,2025,Saturday
3640,2024-02-08,Travel,2101.0,UPI,,2024-02,2,2024,Thursday
3641,2024-05-05,Rent,1383.0,Cash,,2024-05,5,2024,Sunday
3642,2025-03-26,Shopping,719.0,UPI,,2025-03,3,2025,Wednesday
3643,2024-06-21,Travel,982.0,Card,,2024-06,6,2024,Friday
3644,2025-10-14,Food,896.0,Cash,,2025-10,10,2025,Tuesday
3645,2024-08-07,Travel,3742.0,Card,,2024-08,8,2024,Wednesday
3646,2025-09-29,Bills,3525.0,Cash,,2025-09,9,2025,Monday
3647,2024-02-27,Food,1396.0,UPI,,2024-02,2,2024,Tuesday
3648,2025-10-21,Rent,4814.0,Cash,,2025-10,10,2025,Tuesday
3649,2025-04-20,Shopping,344.0,Cash,,2025-04,4,2025,Sunday
3650,2025-03-31,Travel,2995.0,UPI,,2025-03,3,2025,Monday
3651,2024-12-26,Food,1029.0,Card,,2024-12,12,2024,Thursday
3652,2024-01-01,Bills,619.0,UPI,,2024-01,1,2024,Monday
3653,2025-01-21,Food,3312.0,Cash,,2025-01,1,2025,Tuesday
3654,2024-12-13,Bills,2509.0,UPI,,2024-12,12,2024,Friday
3655,2024-07-08,Rent,107.0,Cash,,2024-07,7,2024,Monday
3656,2025-05-19,Shopping,2625.0,UPI,,2025-05,5,2025,Monday
3657,2024-07-09,Rent,3523.0,UPI,,2024-07,7,2024,Tuesday
3658,2025-05-22,Travel,2119.0,Card,,2025-05,5,2025,Thursday
3659,2025-01-03,Food,4690.0,Cash,,2025-01,1,2025,Friday
3660,2025-02-12,Bills,4382.0,Card,,2025-02,2,2025,Wednesday
3661,2024-04-26,Bills,3767.0,Cash,,2024-04,4,2024,Friday
3662,2024-05-13,Food,3771.0,UPI,,2024-05,5,2024,Monday
3663,2024-02-27,Food,2901.0,Cash,,2024-02,2,2024,Tuesday
3664,2025-07-09,Travel,185.0,Card,,2025-07,7,2025,Wednesday
3665,2025-11-15,Rent,3215.0,Card,,2025-11,11,2025,Saturday
3666,2025-11-02,Bills,4332.0,Card,,2025-11,11,2025,Sunday
3667,2024-06-21,Travel,2568.0,Cash,,2024-06,6,2024,Friday
3668,2024-05-28,Rent,3719.0,Card,,2024-05,5,2024,Tuesday
3669,2024-03-20,Travel,1736.0,Card,,2024-03,3,2024,Wednesday
3670,2024-07-31,Bills,3683.0,Card,,2024-07,7,2024,Wednesday
3671,2024-07-21,Food,4109.0,UPI,,2024-07,7,2024,Sunday
3672,2024-08-16,Food,3426.0,UPI,,2024-08,8,2024,Friday
3673,2025-11-06,Rent,2318.0,Cash,,2025-11,11,2025,Thursday
3674,2024-08-14,Shopping,2317.0,Cash,,2024-08,8,2024,Wednesday
3675,2025-10-20,Rent,2469.0,Card,,2025-10,10,2025,Monday
3676,2025-06-15,Shopping,3738.0,UPI,,2025-06,6,2025,Sunday
3677,2025-03-16,Travel,2603.0,Card,,2025-03,3,2025,Sunday
3678,2025-02-05,Travel,1043.0,Card,,2025-02,2,2025,Wednesday
3679,2024-02-16,Bills,2937.0,UPI,,2024-02,2,2024,Friday
3680,2024-08-20,Shopping,2760.0,UPI,,2024-08,8,2024,Tuesday
3681,2024-10-31,Bills,3036.0,UPI,,2024-10,10,2024,Thursday
3682,2025-06-09,Food,4544.0,Cash,,2025-06,6,2025,Monday
3683,2024-05-22,Shopping,4047.0,Cash,,2024-05,5,2024,Wednesday
3684,2025-02-18,Rent,1776.0,Card,,2025-02,2,2025,Tuesday
3685,2025-05-27,Food,1296.0,Cash,,2025-05,5,2025,Tuesday
3686,2025-01-07,Food,4205.0,UPI,,2025-01,1,2025,Tuesday
3687,2025-07-19,Rent,2887.0,UPI,,2025-07,7,2025,Saturday
3688,2024-09-15,Food,1561.0,Cash,,2024-09,9,2024,Sunday
3689,2025-10-17,Shopping,3418.0,Card,,2025-10,10,2025,Friday
3690,2025-04-15,Bills,766.0,Card,,2025-04,4,2025,Tuesday
3691,2024-01-12,Food,2276.0,Cash,,2024-01,1,2024,Friday
3692,2024-11-25,Shopping,3843.0,Card,,2024-11,11,2024,Monday
3693,2024-12-23,Travel,700.0,Card,,2024-12,12,2024,Monday
